"easting","northing"
287749.779351684,4429603.6398664
288178.206750273,4430151.16348844
288885.468263454,4430750.74275571
290366.944849174,4431212.68750997
288557.720641708,4430302.30841509
288720.627140979,4430089.62100584
290189.839433608,4431713.61181488
288950.421539121,4430261.90692625
287848.818493471,4429033.76540436
289231.380280782,4430928.80947958
289897.125335751,4430760.6309496
289076.129634179,4430527.78880679
288845.837655471,4430603.33240768
288459.676754086,4429456.53643711
289342.577894736,4430878.27356305
288383.808794139,4429981.0248433
289809.54216499,4430754.04239076
289252.066879352,4430739.33940552
289548.782853233,4430626.03830983
288938.293850084,4430573.59657031
290301.160206045,4431606.71802883
288956.404722435,4429883.6939925
288561.029756688,4429902.96121634
288280.350281972,4429477.7093068
288142.206185636,4429386.63689346
288804.992839453,4430257.45667834
287565.980831251,4428867.72717517
289841.005594869,4431328.54214254
287974.064106038,4429574.1215709
287175.047867862,4427869.50552843
289188.467633326,4430437.73081549
291610.299649669,4431601.97607747
288902.228124541,4430485.19607839
288350.889638794,4430315.84452794
289810.97705483,4431184.01701718
287798.83434232,4429304.52719889
288946.492595394,4430346.57808518
288198.243705889,4430435.52635807
289031.786024964,4430255.06713343
289499.705512998,4431004.47113576
289665.328529463,4430987.77912636
288774.124849051,4430346.33581197
289317.218942084,4430147.56131809
289356.589970203,4431187.25334772
288134.938320874,4428970.78200964
287882.069920827,4429584.50593548
288658.483385709,4429731.82045616
288633.945694026,4430344.18863492
288782.830142112,4430231.4286206
289236.987098021,4430590.82604287
288221.230011635,4429716.44049137
288732.431464143,4430771.61198554
287997.090313428,4429954.27441234
288298.34525816,4430017.38729934
288556.994860175,4430326.09029174
289943.679633117,4431185.5806172
288760.292685398,4430621.78909995
288248.500492339,4429965.54191616
287851.104701567,4429645.36010581
289321.060464755,4431045.09251425
288888.205654204,4430414.30566171
288785.328493694,4430634.51105955
289477.554072507,4430732.40403057
288106.981615612,4429938.85897614
289587.897546053,4430831.05066584
289464.465971216,4430447.51816527
289676.038543561,4430892.93970632
290032.066124816,4431514.54710563
289252.157989278,4431099.97014505
288843.86954263,4430434.68779393
288427.396692285,4428759.8186632
287899.848821329,4429675.25455172
290108.711304134,4430990.69085747
288426.320988957,4430679.31117233
289722.617963681,4431633.86618529
287611.76707712,4430001.49973892
289677.101209447,4431562.17704085
288761.672712611,4430466.42741905
287694.954061887,4429032.53575262
289129.034960678,4430640.98961
289471.245752829,4430538.22578959
288213.345579287,4429904.14133541
290171.972286694,4430889.79754306
289622.290574699,4431255.44193503
289646.88447253,4431229.47236896
290540.873370149,4431210.94834032
287408.466147327,4428461.37506506
290282.267539699,4430993.55998422
288531.607952834,4429751.14019791
288708.259699102,4430334.18104268
287611.297867842,4429161.08152311
289148.193342954,4430476.61346082
289914.083202284,4430630.05255387
289195.507937806,4430858.90122243
287760.532611926,4429364.18359823
290867.130126168,4431309.92401292
288263.744968249,4430264.70554596
289617.182765793,4430903.98206892
287906.102609101,4429572.46648484
290107.163151453,4431463.66226817
288528.107141438,4429984.20665952
289685.254084576,4431095.17485599
287345.165783868,4429192.3789356
289035.67488893,4429966.85582558
288800.996174917,4431318.36294678
290057.257486084,4431366.65503089
289116.357336586,4430614.60530536
287993.542211495,4429400.64887476
291454.535987133,4431588.56964425
291125.283045141,4431658.35766319
287585.293560603,4429304.30709819
288813.697713941,4430083.33661905
289238.821303282,4430671.59931119
288997.328222643,4430882.92915222
289029.345004822,4431055.58953809
288966.809544056,4430672.78585434
288092.414166164,4430136.05584077
288532.235296049,4430995.70373111
289448.068547994,4430630.62858984
288697.671218418,4430304.2259482
288150.994020086,4430321.49598281
288056.360867027,4430114.87740762
289429.048195223,4430691.09275383
288513.379815139,4430210.45352323
289468.062319368,4431241.3465624
287750.990127875,4429477.97536669
289493.294765401,4431231.96280246
289684.557342037,4430795.34325457
288527.490448426,4430882.84386041
287852.945108476,4429492.60785711
289153.829472134,4431177.86376892
290104.519642674,4431067.56797611
288158.00430324,4429987.87034844
289449.116589404,4430887.51781591
288971.00395546,4430414.74015953
288662.909524965,4429615.34020093
289613.758245962,4431389.6817429
287676.005974974,4430047.3928034
289309.59745117,4430852.73800116
289040.522822366,4430954.78043604
288531.099950067,4430139.13695667
288944.032766482,4430500.89720442
287804.695716174,4429483.76002896
288084.589755809,4429588.86886183
288126.467085723,4429884.62931682
287547.90891832,4429187.99599697
288630.407721643,4430371.57913769
288539.936758673,4430270.43599573
290101.238021229,4431003.89036758
291269.031244206,4431566.45875677
288499.535480446,4430107.02039631
289126.314005681,4430646.14460367
288089.724802077,4429811.31045707
289603.250874502,4430920.58071207
289547.974405513,4431087.14303299
288548.015867321,4429615.44235896
288310.485042291,4430117.90142471
288470.954394247,4429892.92536248
289767.949987984,4430945.29135298
288500.53526806,4430656.49153657
288159.006147785,4430006.61052163
289193.793626162,4431023.07714679
289283.389704756,4430600.16512465
289170.319600388,4430925.03573846
291546.730940052,4431294.34987674
290249.022779848,4431545.44204661
288686.287683417,4430781.85714601
288328.85773844,4430557.68763562
288400.720360987,4429824.96612528
288440.871626081,4429850.54518365
289324.292346599,4430855.92041386
287275.418977508,4429033.26015915
289580.306562646,4431559.97952363
289403.986776528,4430599.25518297
289542.515767242,4430646.66118145
289537.526506725,4430665.17032391
288790.78034684,4430670.03706197
290323.441009093,4431729.3155405
287553.765238763,4429399.93471133
288276.690258575,4429533.47788427
289320.964502759,4430801.48117869
288722.388655848,4430505.50543957
287913.463111657,4429810.23157673
290023.068837807,4430912.51731787
287778.924265827,4430448.48607609
289283.134212925,4430485.07889918
289587.17212673,4430458.45886748
287222.395013247,4428695.59786019
289343.376847945,4430741.43146354
290054.200826184,4431250.08624097
288352.085336382,4429512.20247606
289097.116857518,4430409.81044136
288482.070476939,4429722.98584113
288986.078559138,4430125.62989456
287812.178753289,4429591.5807702
288767.127473537,4430583.0284326
288874.419707309,4430867.94598781
288917.383753185,4430142.55136481
289299.771433387,4430709.35168941
288935.932845106,4430735.93042403
289290.202387184,4431097.87059935
289098.695973149,4430257.58235067
288826.330889771,4429905.65599986
289561.23705242,4431420.35068229
292919.445612896,4431443.48256957
289551.969221559,4430630.37124462
290044.979421617,4430837.46256188
288821.12884379,4430191.99006716
288558.436190066,4430584.7407694
288537.496412342,4430339.96229122
288901.429302096,4429205.29261879
287642.007242149,4428899.5397201
289832.117205402,4430559.84261765
289305.639275546,4431126.33252214
289475.855350504,4430626.8760474
289844.722526916,4431269.45323693
287704.012419503,4429376.19238163
289042.828883033,4430840.92092469
291168.335896102,4431513.28595392
289506.268276042,4430770.55157935
290598.159934188,4431397.07276015
289082.562487732,4430755.86129452
289332.756157125,4430203.25551419
289232.3739975,4430604.23600396
290008.271201941,4431078.50552141
288385.067292474,4429601.6157408
287584.276673482,4430056.76249074
288015.595265247,4429283.8843325
289608.079067306,4431083.28195951
290013.880103417,4431351.09016829
289434.029444493,4430551.01040517
291211.693959109,4431660.79093454
287529.553659219,4429293.69373648
289212.338886378,4430936.09754368
289938.170238917,4431265.05802579
289754.528075257,4431359.74644242
288939.552092596,4430470.71268283
289881.161285701,4430902.52133035
288287.767849859,4429455.37394048
287674.962677909,4429096.28233396
288227.377724389,4429684.32987978
290657.103584394,4431131.50645066
287552.314909026,4429013.33137661
290872.443614387,4431431.81685761
287961.232132799,4428833.37623894
289610.8500589,4430938.91534236
290528.982394673,4431582.47321523
290032.68685227,4430763.27676927
288188.842524798,4430027.89088251
289030.442016505,4429998.71122273
289327.058592455,4430813.88718937
287969.815578275,4429905.07068149
289097.017369452,4431012.2871587
288903.280982658,4430486.29886772
288467.470534873,4430394.28559983
287700.952251881,4429126.11693327
289610.169018133,4430786.19382216
288145.437343753,4429606.40854599
288267.918584,4430087.48005476
287638.177556135,4429887.93425812
289585.084591357,4431164.40718596
290383.275916534,4431777.43995134
288731.599701144,4430326.20967483
289311.364869778,4430876.45693478
289287.240097926,4430742.45281381
288945.855727296,4430618.43544263
287424.407686865,4428397.94749491
289917.202247786,4430819.46216827
287806.224189123,4428647.44399679
288654.159077973,4430153.51219585
289103.431950485,4430785.26220406
289623.671520972,4431045.71030813
289196.005069164,4430721.61660838
288447.806688421,4429726.88635639
287956.357979,4430274.63457855
287501.378950356,4428973.64896483
288615.344597938,4429701.09158322
289314.260045957,4430837.81846902
288294.55680357,4429966.58621713
288009.980649911,4429380.80991196
289098.094766401,4430770.71190803
287710.012208825,4429276.93477775
289678.098894257,4430889.19111988
290502.469874604,4431339.28842358
289849.417770219,4430820.26443655
287343.095072971,4428222.59191011
289256.03224972,4430907.77095953
287784.448403187,4428828.24646556
288166.100289042,4430118.51116549
288856.556841359,4430970.4439282
289771.279836043,4431092.10692919
289364.284235954,4430594.51490173
289872.949440695,4431360.80109027
288190.02658432,4430165.80374538
289677.769275549,4431262.08645329
290799.314912601,4431141.42360223
288358.766973957,4429860.95065039
288993.249694949,4430360.78390361
289927.851905868,4431247.90407505
288622.356380254,4429730.67726452
289467.389799331,4430934.02080446
288506.393670325,4430513.2976948
287917.908568814,4429447.89242488
288498.576179554,4430139.00434744
290070.227780013,4431320.74525264
289685.098541553,4430831.91965286
289812.17669944,4431341.37013002
289571.359341573,4431358.18875992
289769.259322401,4430834.87949529
288332.25111046,4430288.88606623
287804.414660072,4428881.49345502
288592.656040371,4430661.61471783
288999.897858596,4430437.78687068
289126.579350801,4430531.44071237
289744.161944087,4431340.44972126
288919.132104331,4429978.21385015
288777.779687858,4430050.25083102
290320.494383707,4431123.14898689
289872.243708646,4431471.70590057
289296.405470186,4431234.84223473
289136.419530447,4430908.38979232
287905.180933372,4429120.60098125
289510.119638057,4430896.80988866
289254.766302972,4430794.15168635
288283.3899321,4429665.5353317
290041.734631309,4431004.03757455
288579.778650288,4430012.46849807
288731.579614581,4430273.32687242
288227.681987606,4429841.75603373
289763.352707468,4430983.54077949
289839.070838109,4430749.45057505
288675.879047,4430658.41585357
289027.155538108,4431145.87270652
287957.447729611,4428768.74865154
289882.565768199,4431775.02579324
289408.62668989,4430325.38489269
288396.76473793,4429527.06340383
287220.109232068,4429340.26854593
290351.915064085,4431205.23866398
289033.075236592,4430595.53029032
289007.926446123,4430647.35188319
290872.180077951,4431324.10534977
289642.911279637,4431051.36940004
290259.153590815,4431490.13201978
288473.086218514,4430332.22122906
288595.738186868,4430262.93737068
288241.497973645,4429819.24348958
288889.981941263,4430652.15128545
290181.901676962,4431281.89831421
289074.006044072,4430639.92317061
288136.229379615,4428826.27798679
288852.701751656,4430513.11998125
288969.987254051,4430853.44310792
289954.085921012,4431286.39374466
288258.235904176,4429455.59180634
289265.572826929,4430920.39955015
288540.732356612,4429867.32945468
290874.110845906,4430870.91302006
288721.869183365,4430324.58393753
288337.338577309,4429951.10229944
290595.488171366,4431090.38687407
290880.669616861,4431347.59556813
288997.302903368,4430651.61808035
288968.264162377,4430100.30288884
288464.144040636,4430249.5873803
288898.048273226,4430273.8993738
289077.040030256,4430834.48337633
288244.813301588,4429550.54213099
289378.693625744,4431061.9126538
290045.222212549,4431110.26314371
288537.99550653,4431199.16431559
289494.582077206,4430697.07462293
289035.106340703,4430381.82323993
289410.908655999,4431033.78792778
287532.241625116,4429162.7203083
288670.826332853,4430306.93670854
287306.376932097,4429215.08463323
288360.574326242,4429389.11049507
289719.421510568,4430860.33155949
287380.897334083,4429515.27689351
289467.029460496,4430981.10585675
289776.010996131,4431178.11953668
290068.309766401,4431022.04776462
288633.024764414,4430266.72982552
289911.182933791,4431419.73328394
288319.587491145,4429775.23189464
289018.247662878,4430330.25419994
287515.975513984,4428750.84598403
287839.45624251,4429571.6382231
287685.703382516,4429605.12355434
287413.554310964,4428885.34309184
288168.839330416,4429675.4231064
289821.730137937,4431251.51443863
288553.24742576,4430105.94670569
288354.920834753,4429654.52905824
287897.206867451,4429479.25598922
288612.453042491,4430757.00998701
289658.639401589,4431391.45391655
289675.790831831,4430623.51976393
290214.804494513,4431090.1141184
